**********************************************
* Logging started at ÖÜÈÕ 1ÔÂ 28 22:01:02 2024
* By flac3d Version 7.00 Release 126
* 
* 
* Job Title: 
**********************************************
flac3d>zone list stress range position-x 0 500 position-y 0 300 position-z 14.9 17.1
Zone total stress tensor.
     ID            XX            YY            ZZ            XY            YZ            XZ 
------- ------------- ------------- ------------- ------------- ------------- ------------- 
 158292 -1.903391e+07 -1.909053e+07 -1.558499e+07  2.820111e+02 -1.872072e+03 -5.502594e+04 
 158293 -1.903311e+07 -1.909079e+07 -1.555478e+07  5.759079e+02 -1.210248e+03 -2.306113e+04 
 158294 -1.907625e+07 -1.909726e+07 -1.532038e+07  8.162277e+01 -4.882526e+02 -6.289050e+04 
 158295 -1.598621e+07 -1.899457e+07 -2.123925e+07 -7.921167e+03  7.979127e+03 -3.764862e+06 
 158296 -1.813174e+07 -1.907477e+07 -1.694978e+07 -7.986370e+03  2.763864e+03 -6.466203e+02 
 158297 -1.872691e+07 -1.908809e+07 -1.603137e+07 -6.011133e+03 -5.886182e+02 -1.046963e+05 
 158298 -1.889663e+07 -1.908741e+07 -1.587669e+07 -3.503167e+03 -2.121044e+03 -1.336705e+05 
 158299 -1.898391e+07 -1.908844e+07 -1.573512e+07 -1.916096e+03 -2.431013e+03 -1.099026e+05 
 158300 -1.901751e+07 -1.908962e+07 -1.564691e+07 -9.466379e+02 -1.806849e+03 -8.223065e+04 
 158301 -1.903228e+07 -1.909042e+07 -1.558767e+07 -6.725418e+02 -1.015545e+03 -5.606667e+04 
 158302 -1.903149e+07 -1.909077e+07 -1.555716e+07 -3.146275e+01 -6.711826e+02 -2.378404e+04 
 158303 -1.907468e+07 -1.909728e+07 -1.532258e+07  1.282873e+01 -1.483742e+02 -6.314488e+04 
 158304 -1.598624e+07 -1.899107e+07 -2.123036e+07 -6.818335e+03  6.437449e+03 -3.759747e+06 
 158305 -1.813199e+07 -1.907020e+07 -1.694899e+07 -7.556499e+03  2.901894e+03  2.216131e+03 
 158306 -1.872702e+07 -1.908376e+07 -1.603224e+07 -6.401070e+03  4.734265e+02 -1.033161e+05 
 158307 -1.889645e+07 -1.908413e+07 -1.587842e+07 -4.671354e+03 -8.555534e+02 -1.334013e+05 
 158308 -1.898339e+07 -1.908633e+07 -1.573708e+07 -2.889016e+03 -1.264012e+03 -1.102585e+05 
 158309 -1.901645e+07 -1.908802e+07 -1.564885e+07 -1.957709e+03 -9.382329e+02 -8.281132e+04 
 158310 -1.903100e+07 -1.908934e+07 -1.558943e+07 -1.146796e+03 -4.768337e+02 -5.668854e+04 
 158311 -1.903030e+07 -1.909036e+07 -1.555872e+07 -5.260654e+02 -2.504236e+02 -2.423977e+04 
 158312 -1.907338e+07 -1.909706e+07 -1.532403e+07  1.896269e+01  1.420763e+02 -6.330704e+04 
 158313 -1.598618e+07 -1.898914e+07 -2.122369e+07 -5.929290e+03  4.765238e+03 -3.756603e+06 
 158314 -1.813200e+07 -1.906743e+07 -1.694757e+07 -6.752845e+03  2.264457e+03  4.065360e+03 
 158315 -1.872728e+07 -1.908072e+07 -1.603217e+07 -6.009964e+03  8.052854e+02 -1.023177e+05 
 158316 -1.889637e+07 -1.908165e+07 -1.587910e+07 -4.593963e+03 -9.809903e+01 -1.331740e+05 
 158317 -1.898293e+07 -1.908465e+07 -1.573803e+07 -3.070200e+03 -4.089922e+02 -1.104576e+05 
 158318 -1.901584e+07 -1.908717e+07 -1.564990e+07 -2.494394e+03 -2.286040e+02 -8.315613e+04 
 158319 -1.903010e+07 -1.908879e+07 -1.559051e+07 -1.451521e+03 -1.636583e+02 -5.706523e+04 
 158320 -1.902931e+07 -1.908983e+07 -1.555973e+07 -7.463151e+02 -4.500352e+01 -2.451247e+04 
 158321 -1.907234e+07 -1.909690e+07 -1.532496e+07  8.223585e+01  5.075901e+02 -6.339959e+04 
 158322 -1.598616e+07 -1.898739e+07 -2.121891e+07 -4.847384e+03  3.373393e+03 -3.754617e+06 
 158323 -1.813194e+07 -1.906549e+07 -1.694619e+07 -5.853525e+03  1.768635e+03  5.167669e+03 
 158324 -1.872754e+07 -1.907887e+07 -1.603169e+07 -5.230606e+03  7.284898e+02 -1.016388e+05 
 158325 -1.889624e+07 -1.908006e+07 -1.587921e+07 -4.097657e+03  7.876015e+01 -1.329074e+05 
 158326 -1.898251e+07 -1.908307e+07 -1.573849e+07 -2.964169e+03 -1.361251e+02 -1.105755e+05 
 158327 -1.901535e+07 -1.908567e+07 -1.565053e+07 -2.440271e+03 -5.354439e+01 -8.343571e+04 
 158328 -1.902949e+07 -1.908767e+07 -1.559120e+07 -1.702506e+03  5.123224e+01 -5.732610e+04 
 158329 -1.902849e+07 -1.908906e+07 -1.556039e+07 -7.263519e+02  4.279594e+02 -2.466369e+04 
 158330 -1.907153e+07 -1.909565e+07 -1.532558e+07 -1.140148e+02  6.666762e+02 -6.344672e+04 
 158331 -1.598616e+07 -1.898630e+07 -2.121557e+07 -3.580147e+03  2.082754e+03 -3.753389e+06 
 158332 -1.813188e+07 -1.906414e+07 -1.694507e+07 -4.597455e+03  1.228309e+03  5.836297e+03 
 158333 -1.872751e+07 -1.907733e+07 -1.603117e+07 -4.226896e+03  3.367502e+02 -1.013680e+05 
 158334 -1.889598e+07 -1.907832e+07 -1.587911e+07 -3.329946e+03  6.234920e+01 -1.328123e+05 
 158335 -1.898223e+07 -1.908132e+07 -1.573867e+07 -2.763077e+03  1.088523e+02 -1.106516e+05 
 158336 -1.901491e+07 -1.908421e+07 -1.565084e+07 -1.982185e+03  1.085796e+02 -8.366149e+04 
 158337 -1.902889e+07 -1.908671e+07 -1.559150e+07 -1.613230e+03  3.316542e+02 -5.750935e+04 
 158338 -1.902784e+07 -1.908804e+07 -1.556071e+07 -6.969181e+02  7.417518e+02 -2.474868e+04 
 158339 -1.907083e+07 -1.909531e+07 -1.532592e+07 -1.426719e+02  5.969808e+02 -6.347757e+04 
 158340 -1.598608e+07 -1.898468e+07 -2.121353e+07 -1.960869e+03  1.173756e+03 -3.752997e+06 
 158341 -1.813156e+07 -1.906283e+07 -1.694422e+07 -3.408272e+03  6.497587e+02  6.169510e+03 
 158342 -1.872727e+07 -1.907598e+07 -1.603074e+07 -3.271474e+03  2.119089e+02 -1.012669e+05 
 158343 -1.889568e+07 -1.907716e+07 -1.587896e+07 -2.399790e+03  4.579787e+01 -1.328315e+05 
 158344 -1.898186e+07 -1.908057e+07 -1.573866e+07 -2.224328e+03  1.774430e+02 -1.107162e+05 
 158345 -1.901447e+07 -1.908340e+07 -1.565091e+07 -1.518648e+03  3.480982e+02 -8.376733e+04 
 158346 -1.902829e+07 -1.908595e+07 -1.559160e+07 -1.122025e+03  4.605374e+02 -5.763140e+04 
 158347 -1.902717e+07 -1.908767e+07 -1.556083e+07 -7.784622e+02  5.577109e+02 -2.484592e+04 
 158348 -1.907020e+07 -1.909437e+07 -1.532611e+07  7.884363e+01  5.632116e+02 -6.351337e+04 
 158349 -1.598593e+07 -1.898418e+07 -2.121271e+07 -7.666141e+02  7.812708e+02 -3.753055e+06 
 158350 -1.813119e+07 -1.906194e+07 -1.694376e+07 -2.019804e+03  2.769842e+02  6.142204e+03 
 158351 -1.872681e+07 -1.907558e+07 -1.603042e+07 -1.846854e+03  1.727482e+02 -1.012223e+05 
 158352 -1.889533e+07 -1.907665e+07 -1.587880e+07 -1.455150e+03  2.815806e+02 -1.328041e+05 
 158353 -1.898140e+07 -1.907973e+07 -1.573864e+07 -1.424958e+03  2.608735e+02 -1.107826e+05 
 158354 -1.901392e+07 -1.908284e+07 -1.565091e+07 -1.026393e+03  3.591586e+02 -8.384752e+04 
 158355 -1.902771e+07 -1.908522e+07 -1.559166e+07 -5.953536e+02  6.398078e+02 -5.772983e+04 
 158356 -1.902651e+07 -1.908705e+07 -1.556090e+07 -5.482861e+02  7.849453e+02 -2.494685e+04 
 158357 -1.906953e+07 -1.909423e+07 -1.532614e+07  6.919374e+00  8.056362e+02 -6.354784e+04 
 158358 -1.598567e+07 -1.898361e+07 -2.121303e+07  6.605093e+02  2.365052e+02 -3.753481e+06 
 158359 -1.813090e+07 -1.906162e+07 -1.694368e+07 -4.773748e+02  1.989854e+02  5.796031e+03 
 158360 -1.872623e+07 -1.907492e+07 -1.603034e+07 -4.799051e+02  1.117799e+02 -1.013967e+05 
 158361 -1.889476e+07 -1.907591e+07 -1.587865e+07 -5.372992e+02  2.212195e+02 -1.328630e+05 
 158362 -1.898086e+07 -1.907909e+07 -1.573851e+07 -6.599313e+02  3.942409e+02 -1.108488e+05 
 158363 -1.901325e+07 -1.908219e+07 -1.565083e+07 -3.166524e+02  2.914269e+02 -8.392930e+04 
 158364 -1.902709e+07 -1.908456e+07 -1.559159e+07 -3.309206e+02  6.556170e+02 -5.781042e+04 
 158365 -1.902586e+07 -1.908612e+07 -1.556084e+07 -1.060334e+02  1.047799e+03 -2.500795e+04 
 158366 -1.906881e+07 -1.909339e+07 -1.532608e+07  2.033480e+01  1.021117e+03 -6.357014e+04 
 158367 -1.598515e+07 -1.898414e+07 -2.121465e+07  1.809710e+03 -6.878454e+02 -3.754279e+06 
 158368 -1.813047e+07 -1.906122e+07 -1.694410e+07  8.045486e+02 -4.186787e+02  5.299476e+03 
 158369 -1.872563e+07 -1.907434e+07 -1.603064e+07  7.218217e+02  4.939903e+01 -1.017404e+05 
 158370 -1.889400e+07 -1.907586e+07 -1.587874e+07  6.853304e+02  3.254955e+02 -1.331077e+05 
 158371 -1.898015e+07 -1.907933e+07 -1.573844e+07 -1.320034e+01  6.308673e+02 -1.109688e+05 
 158372 -1.901254e+07 -1.908193e+07 -1.565076e+07  2.794535e+02  5.862097e+02 -8.401888e+04 
 158373 -1.902635e+07 -1.908452e+07 -1.559152e+07  2.487009e+02  6.223738e+02 -5.787102e+04 
 158374 -1.902508e+07 -1.908630e+07 -1.556072e+07  4.312440e+01  9.995869e+02 -2.503157e+04 
 158375 -1.906801e+07 -1.909356e+07 -1.532592e+07  3.745149e+02  1.040819e+03 -6.357769e+04 
 158376 -1.598451e+07 -1.898389e+07 -2.121714e+07  3.010633e+03 -1.790100e+03 -3.755336e+06 
 158377 -1.812962e+07 -1.906171e+07 -1.694471e+07  2.262300e+03 -9.941861e+02  4.735392e+03 
 158378 -1.872484e+07 -1.907478e+07 -1.603119e+07  1.763770e+03 -4.853675e+00 -1.021613e+05 
 158379 -1.889327e+07 -1.907533e+07 -1.587913e+07  1.772612e+03  4.112462e+02 -1.334481e+05 
 158380 -1.897942e+07 -1.907881e+07 -1.573866e+07  9.298679e+02  9.170848e+02 -1.111959e+05 
 158381 -1.901174e+07 -1.908202e+07 -1.565081e+07  6.928343e+02  9.368032e+02 -8.415877e+04 
 158382 -1.902548e+07 -1.908396e+07 -1.559151e+07  7.611534e+02  7.759013e+02 -5.793394e+04 
 158383 -1.902427e+07 -1.908598e+07 -1.556068e+07  4.589735e+02  7.413555e+02 -2.506510e+04 
 158384 -1.906715e+07 -1.909327e+07 -1.532582e+07  4.729887e+02  1.054825e+03 -6.358462e+04 
 158385 -1.597996e+07 -1.898236e+07 -2.122877e+07  6.019001e+03 -6.030547e+03 -3.756784e+06 
 158386 -1.812905e+07 -1.906125e+07 -1.694678e+07  3.191146e+03 -2.411409e+03  3.532906e+03 
 158387 -1.872391e+07 -1.907426e+07 -1.603230e+07  2.765518e+03 -6.881902e+02 -1.027512e+05 
 158388 -1.889255e+07 -1.907552e+07 -1.587980e+07  2.808183e+03 -4.107224e+01 -1.338988e+05 
 158389 -1.897862e+07 -1.907875e+07 -1.573906e+07  1.799307e+03  7.223856e+02 -1.115392e+05 
 158390 -1.901077e+07 -1.908199e+07 -1.565097e+07  1.453493e+03  7.037853e+02 -8.437200e+04 
 158391 -1.902451e+07 -1.908456e+07 -1.559149e+07  8.979400e+02  7.976272e+02 -5.804482e+04 
 158392 -1.902340e+07 -1.908561e+07 -1.556068e+07  8.970903e+02  9.094181e+02 -2.513421e+04 
 158393 -1.906623e+07 -1.909281e+07 -1.532584e+07  5.319656e+02  1.027383e+03 -6.361241e+04 
 158394 -1.598487e+07 -1.898366e+07 -2.122364e+07  1.280437e+03 -1.766375e+03 -3.759190e+06 
 158395 -1.812879e+07 -1.906172e+07 -1.694870e+07  3.739727e+03 -3.655824e+03  2.100537e+03 
 158396 -1.872345e+07 -1.907464e+07 -1.603379e+07  3.714860e+03 -1.666613e+03 -1.038101e+05 
 158397 -1.889169e+07 -1.907554e+07 -1.588087e+07  3.829496e+03 -7.934615e+02 -1.346032e+05 
 158398 -1.897768e+07 -1.907890e+07 -1.573971e+07  2.533315e+03  1.250208e+02 -1.120087e+05 
 158399 -1.900977e+07 -1.908207e+07 -1.565131e+07  2.213363e+03  4.832112e+02 -8.467159e+04 
 158400 -1.902354e+07 -1.908456e+07 -1.559163e+07  1.310742e+03  7.212310e+02 -5.823317e+04 
 158401 -1.902235e+07 -1.908632e+07 -1.556066e+07  9.527549e+02  1.201742e+03 -2.524049e+04 
 158402 -1.906520e+07 -1.909326e+07 -1.532581e+07  8.121264e+02  1.011849e+03 -6.365935e+04 
 158403 -1.599360e+07 -1.898676e+07 -2.121653e+07  6.625574e+03 -1.025378e+04 -3.763050e+06 
 158404 -1.812855e+07 -1.906261e+07 -1.695152e+07  5.162479e+03 -6.292446e+03  1.689856e+02 
 158405 -1.872297e+07 -1.907552e+07 -1.603593e+07  5.238245e+03 -3.218873e+03 -1.053334e+05 
 158406 -1.889055e+07 -1.907636e+07 -1.588235e+07  4.748548e+03 -1.934339e+03 -1.356708e+05 
 158407 -1.897651e+07 -1.907951e+07 -1.574067e+07  3.476891e+03 -6.865305e+02 -1.126803e+05 
 158408 -1.900877e+07 -1.908278e+07 -1.565190e+07  2.863230e+03  2.149113e+02 -8.512869e+04 
 158409 -1.902245e+07 -1.908522e+07 -1.559191e+07  1.716477e+03  6.012747e+02 -5.852157e+04 
 158410 -1.902122e+07 -1.908671e+07 -1.556071e+07  1.114812e+03  9.643680e+02 -2.539697e+04 
 158411 -1.906413e+07 -1.909396e+07 -1.532575e+07  9.137492e+02  1.078490e+03 -6.371124e+04 
 158412 -1.599079e+07 -1.898683e+07 -2.122862e+07  8.440302e+03 -1.170988e+04 -3.766851e+06 
 158413 -1.812730e+07 -1.906230e+07 -1.695591e+07  7.547522e+03 -7.736375e+03 -2.476913e+03 
 158414 -1.872135e+07 -1.907553e+07 -1.603929e+07  6.592572e+03 -4.725699e+03 -1.072020e+05 
 158415 -1.888913e+07 -1.907682e+07 -1.588463e+07  5.772890e+03 -3.098930e+03 -1.370739e+05 
 158416 -1.897517e+07 -1.908019e+07 -1.574214e+07  4.068255e+03 -1.609413e+03 -1.136709e+05 
 158417 -1.900760e+07 -1.908311e+07 -1.565280e+07  3.517000e+03 -1.830093e+02 -8.576646e+04 
 158418 -1.902131e+07 -1.908560e+07 -1.559243e+07  1.881089e+03  5.650043e+02 -5.893168e+04 
 158419 -1.902007e+07 -1.908737e+07 -1.556099e+07  1.367713e+03  9.290585e+02 -2.561199e+04 
 158420 -1.906309e+07 -1.909433e+07 -1.532589e+07  8.983498e+02  1.050781e+03 -6.376525e+04 
 158421 -1.597592e+07 -1.898418e+07 -2.126626e+07  1.300387e+04 -2.367334e+04 -3.771484e+06 
 158422 -1.812553e+07 -1.906394e+07 -1.696291e+07  8.162311e+03 -1.184959e+04 -6.063026e+03 
 158423 -1.871877e+07 -1.907708e+07 -1.604411e+07  7.793890e+03 -6.985450e+03 -1.096831e+05 
 158424 -1.888741e+07 -1.907798e+07 -1.588786e+07  6.494867e+03 -4.376203e+03 -1.390110e+05 
 158425 -1.897368e+07 -1.908121e+07 -1.574424e+07  4.681267e+03 -2.521707e+03 -1.150172e+05 
 158426 -1.900620e+07 -1.908462e+07 -1.565407e+07  3.922176e+03 -7.946271e+02 -8.666194e+04 
 158427 -1.902023e+07 -1.908703e+07 -1.559322e+07  2.090457e+03  1.922975e+02 -5.949255e+04 
 158428 -1.901897e+07 -1.908867e+07 -1.556150e+07  1.592538e+03  6.712099e+02 -2.590870e+04 
 158429 -1.906202e+07 -1.909562e+07 -1.532622e+07  7.443078e+02  8.482091e+02 -6.385582e+04 
 158430 -1.596992e+07 -1.898260e+07 -2.129452e+07  5.993180e+03 -1.914837e+04 -3.778101e+06 
 158431 -1.812386e+07 -1.906380e+07 -1.697153e+07  8.490519e+03 -1.462831e+04 -1.033221e+04 
 158432 -1.871659e+07 -1.907804e+07 -1.605014e+07  8.184151e+03 -9.206559e+03 -1.129037e+05 
 158433 -1.888557e+07 -1.907905e+07 -1.589198e+07  6.407107e+03 -5.856061e+03 -1.415401e+05 
 158434 -1.897210e+07 -1.908231e+07 -1.574694e+07  5.244467e+03 -3.656727e+03 -1.167496e+05 
 158435 -1.900492e+07 -1.908544e+07 -1.565580e+07  3.967450e+03 -1.751635e+03 -8.784962e+04 
 158436 -1.901926e+07 -1.908740e+07 -1.559431e+07  2.071299e+03 -4.028992e+02 -6.019958e+04 
 158437 -1.901809e+07 -1.908875e+07 -1.556221e+07  1.573972e+03  2.904505e+02 -2.627366e+04 
 158438 -1.906109e+07 -1.909588e+07 -1.532675e+07  7.284704e+02  6.291278e+02 -6.398323e+04 
 158439 -1.597531e+07 -1.898558e+07 -2.130173e+07  9.736704e+03 -2.987053e+04 -3.785838e+06 
 158440 -1.812197e+07 -1.906460e+07 -1.698079e+07  9.076646e+03 -1.935334e+04 -1.530054e+04 
 158441 -1.871485e+07 -1.907856e+07 -1.605726e+07  8.630651e+03 -1.181215e+04 -1.168008e+05 
 158442 -1.888387e+07 -1.907998e+07 -1.589707e+07  6.376024e+03 -7.803563e+03 -1.445980e+05 
 158443 -1.897068e+07 -1.908339e+07 -1.575032e+07  5.431147e+03 -5.015733e+03 -1.189072e+05 
 158444 -1.900389e+07 -1.908604e+07 -1.565804e+07  3.756531e+03 -2.627651e+03 -8.931193e+04 
 158445 -1.901830e+07 -1.908830e+07 -1.559573e+07  2.059291e+03 -9.181910e+02 -6.109760e+04 
 158446 -1.901736e+07 -1.909012e+07 -1.556306e+07  1.481251e+03  4.271096e+01 -2.673214e+04 
 158447 -1.906040e+07 -1.909726e+07 -1.532738e+07  7.831517e+02  4.690148e+02 -6.412711e+04 
 158448 -1.597234e+07 -1.898444e+07 -2.133080e+07  1.064167e+04 -3.616139e+04 -3.794454e+06 
 158449 -1.812021e+07 -1.906587e+07 -1.699367e+07  9.946167e+03 -2.376270e+04 -2.175911e+04 
 158450 -1.871283e+07 -1.908005e+07 -1.606609e+07  8.690045e+03 -1.486584e+04 -1.216337e+05 
 158451 -1.888230e+07 -1.908162e+07 -1.590318e+07  6.654619e+03 -9.687623e+03 -1.483473e+05 
 158452 -1.896943e+07 -1.908536e+07 -1.575437e+07  5.184776e+03 -5.988061e+03 -1.215048e+05 
 158453 -1.900302e+07 -1.908781e+07 -1.566072e+07  3.115389e+03 -3.248492e+03 -9.105328e+04 
 158454 -1.901758e+07 -1.908950e+07 -1.559744e+07  1.889184e+03 -1.418142e+03 -6.219535e+04 
 158455 -1.901689e+07 -1.909077e+07 -1.556417e+07  1.285444e+03 -2.910429e+02 -2.733175e+04 
 158456 -1.906013e+07 -1.909754e+07 -1.532822e+07  6.707617e+02  1.640384e+02 -6.431059e+04 
 158457 -1.596750e+07 -1.898236e+07 -2.136758e+07  1.276590e+04 -4.179527e+04 -3.803542e+06 
 158458 -1.811782e+07 -1.906591e+07 -1.700918e+07  1.083727e+04 -2.741092e+04 -2.870492e+04 
 158459 -1.871055e+07 -1.908128e+07 -1.607662e+07  8.788482e+03 -1.769828e+04 -1.270629e+05 
 158460 -1.888073e+07 -1.908302e+07 -1.591025e+07  6.275614e+03 -1.179584e+04 -1.527317e+05 
 158461 -1.896848e+07 -1.908586e+07 -1.575898e+07  4.428753e+03 -7.163583e+03 -1.245657e+05 
 158462 -1.900247e+07 -1.908834e+07 -1.566378e+07  2.232417e+03 -4.064407e+03 -9.305539e+04 
 158463 -1.901740e+07 -1.909035e+07 -1.559940e+07  1.340014e+03 -2.172062e+03 -6.342440e+04 
 158464 -1.901680e+07 -1.909164e+07 -1.556550e+07  9.084306e+02 -8.407922e+02 -2.802069e+04 
 158465 -1.906025e+07 -1.909856e+07 -1.532922e+07  5.412095e+02 -1.729046e+02 -6.453894e+04 
 158466 -1.596017e+07 -1.898007e+07 -2.141441e+07  1.689477e+04 -4.534830e+04 -3.813193e+06 
 158467 -1.811466e+07 -1.906706e+07 -1.702776e+07  1.185073e+04 -3.026426e+04 -3.612296e+04 
 158468 -1.870781e+07 -1.908253e+07 -1.608861e+07  8.531078e+03 -1.968308e+04 -1.327277e+05 
 158469 -1.887919e+07 -1.908386e+07 -1.591844e+07  5.233849e+03 -1.325800e+04 -1.573889e+05 
 158470 -1.896801e+07 -1.908661e+07 -1.576437e+07  3.044733e+03 -8.291693e+03 -1.278821e+05 
 158471 -1.900245e+07 -1.908890e+07 -1.566727e+07  1.351863e+03 -4.992341e+03 -9.524562e+04 
 158472 -1.901775e+07 -1.909063e+07 -1.560164e+07  4.923378e+02 -2.862435e+03 -6.477924e+04 
 158473 -1.901743e+07 -1.909162e+07 -1.556703e+07  4.362844e+02 -1.457254e+03 -2.874730e+04 
 158474 -1.906086e+07 -1.909831e+07 -1.533038e+07  3.528450e+02 -7.044632e+02 -6.476913e+04 
 158475 -1.594760e+07 -1.897600e+07 -2.147297e+07  2.437381e+04 -4.521021e+04 -3.821365e+06 
 158476 -1.810994e+07 -1.906741e+07 -1.704953e+07  1.323985e+04 -3.136465e+04 -4.346672e+04 
 158477 -1.870460e+07 -1.908449e+07 -1.610184e+07  7.765147e+03 -2.038348e+04 -1.385788e+05 
 158478 -1.887808e+07 -1.908572e+07 -1.592716e+07  3.440545e+03 -1.349198e+04 -1.620902e+05 
 158479 -1.896823e+07 -1.908737e+07 -1.576996e+07  1.288400e+03 -8.581494e+03 -1.311482e+05 
 158480 -1.900307e+07 -1.908903e+07 -1.567078e+07  1.720898e+02 -5.292292e+03 -9.750617e+04 
 158481 -1.901875e+07 -1.909062e+07 -1.560391e+07 -4.403713e+02 -3.007939e+03 -6.614498e+04 
 158482 -1.901872e+07 -1.909145e+07 -1.556861e+07 -2.840381e+02 -1.748576e+03 -2.944325e+04 
 158483 -1.906208e+07 -1.909787e+07 -1.533157e+07  3.731591e+01 -1.043500e+03 -6.498730e+04 
 158484 -1.592501e+07 -1.897161e+07 -2.154641e+07  3.585964e+04 -3.762637e+04 -3.825714e+06 
 158485 -1.810346e+07 -1.906997e+07 -1.707349e+07  1.355693e+04 -2.869147e+04 -4.953863e+04 
 158486 -1.870181e+07 -1.908633e+07 -1.611562e+07  5.590796e+03 -1.868730e+04 -1.437568e+05 
 158487 -1.887809e+07 -1.908619e+07 -1.593573e+07  6.072810e+02 -1.261573e+04 -1.665422e+05 
 158488 -1.896940e+07 -1.908781e+07 -1.577509e+07 -1.077447e+03 -7.920447e+03 -1.340786e+05 
 158489 -1.900468e+07 -1.908886e+07 -1.567403e+07 -1.656346e+03 -4.766592e+03 -9.941397e+04 
 158490 -1.902061e+07 -1.908941e+07 -1.560601e+07 -1.424102e+03 -3.069788e+03 -6.728352e+04 
 158491 -1.902053e+07 -1.909020e+07 -1.557010e+07 -9.207599e+02 -1.909797e+03 -3.005365e+04 
 158492 -1.906395e+07 -1.909708e+07 -1.533273e+07 -1.614248e+02 -1.211460e+03 -6.517522e+04 
 158493 -1.588992e+07 -1.897101e+07 -2.163394e+07  4.851203e+04 -1.990469e+04 -3.823296e+06 
 158494 -1.809921e+07 -1.907492e+07 -1.709687e+07  9.610847e+03 -2.139924e+04 -5.221127e+04 
 158495 -1.870105e+07 -1.908829e+07 -1.612817e+07  1.224492e+03 -1.438763e+04 -1.469341e+05 
 158496 -1.887993e+07 -1.908639e+07 -1.594358e+07 -3.226364e+03 -9.837859e+03 -1.699723e+05 
 158497 -1.897207e+07 -1.908638e+07 -1.577937e+07 -3.683096e+03 -6.262215e+03 -1.362624e+05 
 158498 -1.900753e+07 -1.908721e+07 -1.567665e+07 -3.472339e+03 -3.988656e+03 -1.007438e+05 
 158499 -1.902313e+07 -1.908825e+07 -1.560766e+07 -2.636028e+03 -2.655831e+03 -6.810790e+04 
 158500 -1.902299e+07 -1.908894e+07 -1.557114e+07 -1.465369e+03 -1.778534e+03 -3.047704e+04 
 158501 -1.906636e+07 -1.909553e+07 -1.533351e+07 -3.423474e+02 -1.572448e+03 -6.531267e+04 
 158502 -1.586934e+07 -1.897897e+07 -2.177107e+07  4.408134e+04 -5.895411e+03 -3.836051e+06 
 158503 -1.810371e+07 -1.907805e+07 -1.711326e+07  1.245488e+03 -8.282051e+03 -4.710066e+04 
 158504 -1.870488e+07 -1.908838e+07 -1.613694e+07 -5.312853e+03 -7.103167e+03 -1.466370e+05 
 158505 -1.888477e+07 -1.908422e+07 -1.594870e+07 -7.011226e+03 -5.354709e+03 -1.715121e+05 
 158506 -1.897642e+07 -1.908456e+07 -1.578163e+07 -5.904707e+03 -3.867089e+03 -1.371948e+05 
 158507 -1.901114e+07 -1.908548e+07 -1.567801e+07 -4.616462e+03 -2.903787e+03 -1.014016e+05 
 158508 -1.902631e+07 -1.908644e+07 -1.560845e+07 -3.389851e+03 -1.933590e+03 -6.845548e+04 
 158509 -1.902594e+07 -1.908722e+07 -1.557155e+07 -1.760584e+03 -1.507981e+03 -3.064598e+04 
 158510 -1.906909e+07 -1.909407e+07 -1.533381e+07 -4.495838e+02 -1.528072e+03 -6.539815e+04 
 158511 -1.576258e+07 -1.895341e+07 -2.213112e+07  1.078585e+05 -1.342001e+04 -3.844859e+06 
 158512 -1.812871e+07 -1.908126e+07 -1.712525e+07 -1.202382e+04 -2.787659e+03 -4.204749e+04 
 158513 -1.871227e+07 -1.908426e+07 -1.614068e+07 -8.992857e+03  2.489502e+02 -1.418892e+05 
 158514 -1.889203e+07 -1.908108e+07 -1.594988e+07 -8.911123e+03 -4.889490e+02 -1.709095e+05 
 158515 -1.898177e+07 -1.908185e+07 -1.578156e+07 -6.772965e+03 -8.888799e+02 -1.364767e+05 
 158516 -1.901524e+07 -1.908320e+07 -1.567778e+07 -5.047074e+03 -1.149180e+03 -1.009543e+05 
 158517 -1.902978e+07 -1.908452e+07 -1.560809e+07 -3.503282e+03 -1.090314e+03 -6.812891e+04 
 158518 -1.902887e+07 -1.908550e+07 -1.557126e+07 -1.850636e+03 -1.252359e+03 -3.049923e+04 
 158519 -1.907189e+07 -1.909206e+07 -1.533363e+07 -4.931427e+02 -1.310431e+03 -6.535260e+04 
 158520 -1.573005e+07 -1.908359e+07 -2.227265e+07 -6.205681e+03  6.834708e+04 -3.845057e+06 
 158521 -1.816158e+07 -1.906963e+07 -1.711059e+07 -1.478385e+04  1.238380e+04 -3.409819e+04 
 158522 -1.872327e+07 -1.908023e+07 -1.613351e+07 -1.064524e+04  8.769953e+03 -1.356922e+05 
 158523 -1.889972e+07 -1.907790e+07 -1.594511e+07 -8.136187e+03  4.844488e+03 -1.676056e+05 
 158524 -1.898680e+07 -1.907929e+07 -1.577857e+07 -6.125915e+03  2.061309e+03 -1.341109e+05 
 158525 -1.901916e+07 -1.908079e+07 -1.567573e+07 -4.566910e+03  5.113633e+02 -9.941186e+04 
 158526 -1.903292e+07 -1.908223e+07 -1.560663e+07 -3.156898e+03 -4.119650e+02 -6.721210e+04 
 158527 -1.903158e+07 -1.908329e+07 -1.557032e+07 -1.673213e+03 -9.476902e+02 -3.000334e+04 
 158528 -1.907442e+07 -1.909022e+07 -1.533289e+07 -4.525944e+02 -9.518448e+02 -6.517582e+04 
 158529 -1.588975e+07 -1.902214e+07 -2.186595e+07 -4.991018e+04  6.322402e+04 -3.836107e+06 
